date,zip,confirmed_cases,Age: Unknown,Age: <20,Age: 20-29,Age: 30-39,Age: 40-49,Age: 50-59,Age: 60-69,Age: 70-79,Age: 80+,Gender: Male,Gender: Female,Gender: Unknown/Left Blank,Race: White,Race: Black,Race: Left Blank,Race: Other,Race: Asian,Race: Hispanic,Race: NH/PI*,Race: AI/AN**
2020-4-20,61910,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2020-4-20,61920,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2020-4-20,61938,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-4-20,62002,31,0,0,0,0,7,0,6,0,0,12,18,0,13,10,8,0,0,0,0,0
2020-4-20,62024,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2020-4-20,62025,30,0,0,0,0,6,0,7,0,0,17,13,0,13,0,12,0,0,0,0,0
2020-4-20,62034,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-4-20,62035,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2020-4-20,62040,33,0,0,0,0,6,11,0,0,0,9,24,0,17,0,12,0,0,0,0,0
2020-4-20,62052,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2020-4-20,62060,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2020-4-20,62069,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0
2020-4-20,62095,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-4-20,62201,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
2020-4-20,62203,10,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2020-4-20,62204,9,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
2020-4-20,62205,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0
2020-4-20,62206,22,0,0,0,0,7,7,0,0,0,10,12,0,0,17,0,0,0,0,0,0
2020-4-20,62207,15,0,0,0,0,0,0,0,0,0,10,0,0,0,14,0,0,0,0,0,0
2020-4-20,62208,19,0,0,0,0,0,0,7,0,0,10,8,0,7,0,6,0,0,0,0,0
2020-4-20,62220,21,0,0,0,0,0,0,0,0,0,11,10,0,11,0,0,0,0,0,0,0
2020-4-20,62221,28,0,0,0,0,7,0,0,0,0,10,18,0,7,13,8,0,0,0,0,0
2020-4-20,62223,20,0,0,0,6,0,0,0,0,0,6,12,0,0,9,9,0,0,0,0,0
2020-4-20,62226,43,0,0,0,0,0,12,7,10,0,16,24,0,15,13,14,0,0,0,0,0
2020-4-20,62233,33,0,0,6,8,8,0,0,0,0,17,16,0,28,0,0,0,0,0,0,0
2020-4-20,62234,19,0,0,0,6,0,0,0,0,0,9,9,0,7,0,6,0,0,0,0,0
2020-4-20,62236,28,0,0,0,0,0,0,0,0,19,7,20,0,21,0,7,0,0,0,0,0
2020-4-20,62249,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-4-20,62258,11,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0
2020-4-20,62265,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-4-20,62269,24,0,0,0,0,0,0,0,0,0,11,10,0,7,7,10,0,0,0,0,0
2020-4-20,62278,13,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,0,0,0
2020-4-20,62294,10,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0
2020-4-20,62298,23,0,0,0,0,0,8,9,0,0,7,16,0,13,0,7,0,0,0,0,0
2020-4-20,62301,13,0,0,0,0,0,6,0,0,0,7,6,0,9,0,0,0,0,0,0,0
2020-4-20,62305,12,0,0,0,0,0,0,0,0,0,7,0,0,9,0,0,0,0,0,0,0
2020-4-20,62448,20,0,0,0,0,0,0,0,0,13,11,9,0,20,0,0,0,0,0,0,0
2020-4-20,62471,13,0,0,0,0,0,0,0,0,0,6,6,0,9,0,0,0,0,0,0,0
2020-4-20,62521,38,0,0,0,0,0,0,0,7,18,12,26,0,22,10,6,0,0,0,0,0
2020-4-20,62522,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-4-20,62526,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-4-20,62568,24,0,0,0,0,0,0,0,7,6,7,17,0,18,0,6,0,0,0,0,0
2020-4-20,62650,12,0,0,0,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0
2020-4-20,62702,17,0,0,0,7,0,0,0,0,0,0,14,0,12,0,0,0,0,0,0,0
2020-4-20,62703,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-4-20,62704,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-4-20,62707,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-4-20,62711,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
2020-4-20,62801,35,0,0,0,0,9,7,10,0,0,6,11,18,11,0,20,0,0,0,0,0
2020-4-20,62864,25,0,0,0,0,0,0,0,0,12,11,14,0,20,0,0,0,0,0,0,0
2020-4-20,62901,35,0,0,12,0,0,0,0,0,9,18,15,0,16,10,0,0,0,0,0,0
2020-4-20,62959,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-4-20,62992,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
